,id,neo_reference_id,name,designation,nasa_jpl_url,absolute_magnitude_h,is_potentially_hazardous_asteroid,close_approach_data,is_sentry_object,links.self,estimated_diameter.kilometers.estimated_diameter_min,estimated_diameter.kilometers.estimated_diameter_max,estimated_diameter.meters.estimated_diameter_min,estimated_diameter.meters.estimated_diameter_max,estimated_diameter.miles.estimated_diameter_min,estimated_diameter.miles.estimated_diameter_max,estimated_diameter.feet.estimated_diameter_min,estimated_diameter.feet.estimated_diameter_max,orbital_data.orbit_id,orbital_data.orbit_determination_date,orbital_data.first_observation_date,orbital_data.last_observation_date,orbital_data.data_arc_in_days,orbital_data.observations_used,orbital_data.orbit_uncertainty,orbital_data.minimum_orbit_intersection,orbital_data.jupiter_tisserand_invariant,orbital_data.epoch_osculation,orbital_data.eccentricity,orbital_data.semi_major_axis,orbital_data.inclination,orbital_data.ascending_node_longitude,orbital_data.orbital_period,orbital_data.perihelion_distance,orbital_data.perihelion_argument,orbital_data.aphelion_distance,orbital_data.perihelion_time,orbital_data.mean_anomaly,orbital_data.mean_motion,orbital_data.equinox,orbital_data.orbit_class.orbit_class_type,orbital_data.orbit_class.orbit_class_description,orbital_data.orbit_class.orbit_class_range,name_limited,sentry_data
10,2454266,2454266,454266 (2014 FM7),454266,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2454266,18.9,False,[],False,http://www.neowsapp.com/rest/v1/neo/2454266?api_key=EtSDBzChRyQL87tRvf6vAemUDFCJujscffspj9i5,0.4411182,0.9863702813,441.1181999969,986.3702813054,0.2740980571,0.6129018881,1447.2382352778,3236.1230737181,27,2017-06-25 06:19:18,2008-10-01,2017-06-24,3188.0,106,0,.284386,4.010,2459000.5,.2910006846441722,1.758880571422592,19.05229907533779,109.7477079861584,852.026209458307,1.247045120931285,332.3315627995316,2.270716021913899,2459100.958632098594,317.5539963982019,.4225222135230761,J2000,AMO,Near-Earth asteroid orbits similar to that of 1221 Amor,1.017 AU < q (perihelion) < 1.3 AU,,
11,3012393,3012393,(1979 XB),1979 XB,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3012393,18.6,True,"[{'close_approach_date': '1979-12-17', 'close_approach_date_full': '1979-Dec-17 11:23', 'epoch_date_close_approach': 314277780000, 'relative_velocity': {'kilometers_per_second': '23.0264467551', 'kilometers_per_hour': '82895.208318346', 'miles_per_hour': '51507.8587464745'}, 'miss_distance': {'astronomical': '0.0365907087', 'lunar': '14.2337856843', 'kilometers': '5473892.083310469', 'miles': '3401318.8193197122'}, 'orbiting_body': 'Earth'}]",True,http://www.neowsapp.com/rest/v1/neo/3012393?api_key=EtSDBzChRyQL87tRvf6vAemUDFCJujscffspj9i5,0.5064714588,1.1325046106,506.4714588346,1132.5046106177,0.3147066768,0.7037055224,1661.651821003,3715.566426699,12,2017-04-06 09:18:28,1979-12-11,1979-12-15,4.0,18,9,.023863,3.174,2444221.5,.7084572219505028,2.228139446564493,24.73433191482803,86.05548731492976,1214.820124987756,.6495979641330815,75.57980383566122,3.806680928995904,2444267.666752772366,346.3189367247112,.2963401680587308,J2000,APO,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,a (semi-major axis) > 1.0 AU; q (perihelion) < 1.017 AU,,http://www.neowsapp.com/rest/v1/neo/sentry/3012393?api_key=EtSDBzChRyQL87tRvf6vAemUDFCJujscffspj9i5
12,3092102,3092102,(1990 UN),1990 UN,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3092102,23.5,False,"[{'close_approach_date': '1990-11-07', 'close_approach_date_full': '1990-Nov-07 00:08', 'epoch_date_close_approach': 657936480000, 'relative_velocity': {'kilometers_per_second': '12.0766918678', 'kilometers_per_hour': '43476.0907240526', 'miles_per_hour': '27014.3520390648'}, 'miss_distance': {'astronomical': '0.0421269898', 'lunar': '16.3873990322', 'kilometers': '6302107.943591726', 'miles': '3915948.2912127788'}, 'orbiting_body': 'Earth'}]",False,http://www.neowsapp.com/rest/v1/neo/3092102?api_key=EtSDBzChRyQL87tRvf6vAemUDFCJujscffspj9i5,0.0530340723,0.1185877909,53.0340723319,118.5877908577,0.0329538346,0.0736870142,173.9963058693,389.0675677576,12,2017-04-06 09:18:26,1990-10-22,1990-11-06,15.0,22,9,.0219335,4.015,2448191.5,.5280628858670434,1.709865162751567,3.684232740279844,8.467996167120713,816.6598842701781,.8069488304654528,97.00218625387181,2.612781495037682,2448245.220949104797,336.3187318855389,.440819987529717,J2000,APO,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,a (semi-major axis) > 1.0 AU; q (perihelion) < 1.017 AU,,
13,3092109,3092109,(1991 XA),1991 XA,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3092109,23.7,False,"[{'close_approach_date': '1991-11-18', 'close_approach_date_full': '1991-Nov-18 12:04', 'epoch_date_close_approach': 690465840000, 'relative_velocity': {'kilometers_per_second': '10.1705332389', 'kilometers_per_hour': '36613.9196599518', 'miles_per_hour': '22750.4658020406'}, 'miss_distance': {'astronomical': '0.058850331', 'lunar': '22.892778759', 'kilometers': '8803884.16639497', 'miles': '5470479.951471786'}, 'orbiting_body': 'Earth'}]",False,http://www.neowsapp.com/rest/v1/neo/3092109?api_key=EtSDBzChRyQL87tRvf6vAemUDFCJujscffspj9i5,0.0483676488,0.1081533507,48.3676488219,108.1533506775,0.0300542543,0.0672033557,158.6865169607,354.8338390368,12,2017-04-06 09:18:23,1991-12-04,1991-12-15,11.0,8,9,.047372,3.378,2448597.5,.5678585855138963,2.26641541405382,5.248037986499639,77.2426948442412,1246.257255324879,.9794119628423262,308.4176762036574,3.553418865265314,2448556.096792745014,11.95993407308945,.2888649181072602,J2000,APO,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,a (semi-major axis) > 1.0 AU; q (perihelion) < 1.017 AU,,
14,3092112,3092112,(1992 YD3),1992 YD3,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3092112,26.4,False,"[{'close_approach_date': '1992-12-26', 'close_approach_date_full': '1992-Dec-26 08:13', 'epoch_date_close_approach': 725357580000, 'relative_velocity': {'kilometers_per_second': '14.7282012387', 'kilometers_per_hour': '53021.5244592995', 'miles_per_hour': '32945.5133508353'}, 'miss_distance': {'astronomical': '0.0304501872', 'lunar': '11.8451228208', 'kilometers': '4555283.146221264', 'miles': '2830521.6940268832'}, 'orbiting_body': 'Earth'}]",False,http://www.neowsapp.com/rest/v1/neo/3092112?api_key=EtSDBzChRyQL87tRvf6vAemUDFCJujscffspj9i5,0.0139493823,0.0311917671,13.9493822934,31.1917670523,0.0086677416,0.0193816595,45.7656914036,102.3351970157,12,2017-04-06 09:18:22,1992-12-27,1992-12-27,,14,9,.0235471,5.299,2448983.5,.1365366057199912,1.165079899568942,27.32843715196251,274.3533024471308,459.337594182151,1.00600384468921,172.3799277729603,1.324155954448673,2448976.085511568218,5.811011049931696,.7837372872581414,J2000,APO,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,a (semi-major axis) > 1.0 AU; q (perihelion) < 1.017 AU,,
15,3092113,3092113,(1993 BD3),1993 BD3,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3092113,26.2,False,"[{'close_approach_date': '1993-01-24', 'close_approach_date_full': '1993-Jan-24 10:03', 'epoch_date_close_approach': 727869780000, 'relative_velocity': {'kilometers_per_second': '4.3223460103', 'kilometers_per_hour': '15560.4456369282', 'miles_per_hour': '9668.6557903457'}, 'miss_distance': {'astronomical': '0.0375422991', 'lunar': '14.6039543499', 'kilometers': '5616247.980262917', 'miles': '3489774.6719335746'}, 'orbiting_body': 'Earth'}, {'close_approach_date': '2072-09-29', 'close_approach_date_full': '2072-Sep-29 12:13', 'epoch_date_close_approach': 3242376780000, 'relative_velocity': {'kilometers_per_second': '11.4811062922', 'kilometers_per_hour': '41331.9826520752', 'miles_per_hour': '25682.0866651186'}, 'miss_distance': {'astronomical': '0.0280757978', 'lunar': '10.9214853442', 'kilometers': '4200079.549430686', 'miles': '2609808.4135920268'}, 'orbiting_body': 'Mars'}]",False,http://www.neowsapp.com/rest/v1/neo/3092113?api_key=EtSDBzChRyQL87tRvf6vAemUDFCJujscffspj9i5,0.0152951935,0.0342010925,15.2951935344,34.201092472,0.0095039897,0.021251567,50.1810827555,112.2083122258,12,2017-04-06 09:18:21,1993-01-26,1993-01-31,5.0,13,8,.0374988,4.220,2449016.5,.3754149624309116,1.635851582288549,.8896105188295931,314.0284621236152,764.2127418550201,1.021728421981146,168.3892874697885,2.249974742595951,2449010.103738684718,3.013106099110762,.4710730144673459,J2000,AMO,Near-Earth asteroid orbits similar to that of 1221 Amor,1.017 AU < q (perihelion) < 1.3 AU,,
16,3005864,3005864,(1993 BU3),1993 BU3,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3005864,21.5,False,"[{'close_approach_date': '1978-01-01', 'close_approach_date_full': '1978-Jan-01 23:15', 'epoch_date_close_approach': 252544500000, 'relative_velocity': {'kilometers_per_second': '6.3016654976', 'kilometers_per_hour': '22685.9957914023', 'miles_per_hour': '14096.1955516077'}, 'miss_distance': {'astronomical': '0.3255768469', 'lunar': '126.6493934441', 'kilometers': '48705602.817556103', 'miles': '30264258.2185281014'}, 'orbiting_body': 'Earth'}, {'close_approach_date': '1993-01-04', 'close_approach_date_full': '1993-Jan-04 13:00', 'epoch_date_close_approach': 726152400000, 'relative_velocity': {'kilometers_per_second': '4.3242287686', 'kilometers_per_hour': '15567.2235668396', 'miles_per_hour': '9672.8673324065'}, 'miss_distance': {'astronomical': '0.20306256', 'lunar': '78.99133584', 'kilometers': '30377726.4527472', 'miles': '18875843.93322336'}, 'orbiting_body': 'Earth'}]",False,http://www.neowsapp.com/rest/v1/neo/3005864?api_key=EtSDBzChRyQL87tRvf6vAemUDFCJujscffspj9i5,0.1332155667,0.2978790628,133.2155666981,297.8790627982,0.0827762899,0.1850934111,437.0589598459,977.2935443908,13,2017-04-06 09:18:21,1993-01-29,1993-03-03,33.0,18,7,.199865,3.324,2459000.5,.5122463430510948,2.409352733719917,5.288531814178622,316.1516683940637,1365.994674283233,1.175170606751731,144.3899793406308,3.643534860688102,2458528.012473608270,124.5213562712281,.2635442192985854,J2000,AMO,Near-Earth asteroid orbits similar to that of 1221 Amor,1.017 AU < q (perihelion) < 1.3 AU,,
17,3092122,3092122,(1994 FA),1994 FA,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3092122,25.2,False,"[{'close_approach_date': '1994-03-12', 'close_approach_date_full': '1994-Mar-12 05:14', 'epoch_date_close_approach': 763449240000, 'relative_velocity': {'kilometers_per_second': '9.2287816789', 'kilometers_per_hour': '33223.6140440696', 'miles_per_hour': '20643.8617375498'}, 'miss_distance': {'astronomical': '0.0431062817', 'lunar': '16.7683435813', 'kilometers': '6448607.925939979', 'miles': '4006979.1590865502'}, 'orbiting_body': 'Earth'}]",False,http://www.neowsapp.com/rest/v1/neo/3092122?api_key=EtSDBzChRyQL87tRvf6vAemUDFCJujscffspj9i5,0.0242412481,0.0542050786,24.2412481101,54.2050786336,0.0150628086,0.0336814639,79.5316564495,177.8381901842,12,2017-04-06 09:18:17,1994-03-16,1994-03-20,4.0,16,8,.0430943,4.018,2449428.5,.4184462783087141,1.736997060682933,12.94694384587859,355.8032143122317,836.174756116916,1.010157105206984,153.1971212233784,2.463837016158882,2449404.139193971374,10.48810682952396,.4305320118389988,J2000,APO,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,a (semi-major axis) > 1.0 AU; q (perihelion) < 1.017 AU,,
18,3092123,3092123,(1994 GK),1994 GK,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3092123,24.2,False,"[{'close_approach_date': '1994-04-05', 'close_approach_date_full': '1994-Apr-05 10:50', 'epoch_date_close_approach': 765543000000, 'relative_velocity': {'kilometers_per_second': '15.6304178597', 'kilometers_per_hour': '56269.50429487', 'miles_per_hour': '34963.6817103318'}, 'miss_distance': {'astronomical': '0.0222743416', 'lunar': '8.6647188824', 'kilometers': '3332194.059012392', 'miles': '2070529.3765473296'}, 'orbiting_body': 'Earth'}]",True,http://www.neowsapp.com/rest/v1/neo/3092123?api_key=EtSDBzChRyQL87tRvf6vAemUDFCJujscffspj9i5,0.0384197891,0.0859092601,38.4197891064,85.9092601232,0.0238729428,0.0533815229,126.0491808919,281.8545369825,12,2017-04-06 09:18:16,1994-04-07,1994-04-10,3.0,11,8,.00299328,3.657,2449451.5,.6008315940265806,1.936697818428041,5.630593694109096,15.39416320569674,984.4444658536413,.7730685810341199,111.5061117463358,3.100327055821962,2449403.695258597501,17.48164320267328,.3656884796318431,J2000,APO,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,a (semi-major axis) > 1.0 AU; q (perihelion) < 1.017 AU,,http://www.neowsapp.com/rest/v1/neo/sentry/3092123?api_key=EtSDBzChRyQL87tRvf6vAemUDFCJujscffspj9i5
19,3092127,3092127,(1994 RB),1994 RB,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3092127,23.4,False,"[{'close_approach_date': '1994-09-03', 'close_approach_date_full': '1994-Sep-03 21:49', 'epoch_date_close_approach': 778628940000, 'relative_velocity': {'kilometers_per_second': '19.7040867526', 'kilometers_per_hour': '70934.7123095389', 'miles_per_hour': '44076.0716570021'}, 'miss_distance': {'astronomical': '0.0426430409', 'lunar': '16.5881429101', 'kilometers': '6379308.088962883', 'miles': '3963918.2371504654'}, 'orbiting_body': 'Earth'}]",False,http://www.neowsapp.com/rest/v1/neo/3092127?api_key=EtSDBzChRyQL87tRvf6vAemUDFCJujscffspj9i5,0.0555334912,0.1241766613,55.5334911581,124.1766612574,0.0345069009,0.0771597762,182.1964991311,407.4037573197,12,2017-04-06 09:18:13,1994-09-01,1994-09-03,2.0,22,8,.0389121,3.051,2449597.5,.6378517847508073,2.477658181753618,26.592173467585,339.6529889970657,1424.493635162369,.8972794885196326,52.47198672811572,4.058036874987604,2449636.403219009782,350.1683247311069,.2527213819098363,J2000,APO,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,a (semi-major axis) > 1.0 AU; q (perihelion) < 1.017 AU,,
